Authors,Author full names,Author(s) ID,title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,doi,Link,Document Type,Publication Stage,Open Access,Source,EID
Lin Q.; Du B.; Wei P.-D.; Chen Z.-X.,"Lin, Qing (56805998700); Du, Bin (56806211400); Wei, Pan-Deng (55647675600); Chen, Zhi-Xin (57195219630)",56805998700; 56806211400; 55647675600; 57195219630,Mobile-bearing STAR prosthetic system: Present situation and application,2014,Chinese Journal of Tissue Engineering Research,18,9,,1410,1415,5,0,10.3969/j.issn.2095-4344.2014.09.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940309052&doi=10.3969%2fj.issn.2095-4344.2014.09.017&partnerID=40&md5=dbe200ff2567b18e2c173574b541239f,Article,Final,,Scopus,2-s2.0-84940309052
Pantoja T.; Opiyo N.; Lewin S.; Paulsen E.; Ciapponi A.; Wiysonge C.S.; Herrera C.A.; Rada G.; Peñaloza B.; Dudley L.; Gagnon M.-P.; Marti S.G.; Oxman A.D.,"Pantoja, Tomas (16639001000); Opiyo, Newton (24344924700); Lewin, Simon (56875855400); Paulsen, Elizabeth (9746420300); Ciapponi, Agustín (24773469000); Wiysonge, Charles S. (6507441509); Herrera, Cristian A. (35292260100); Rada, Gabriel (24773855100); Peñaloza, Blanca (9746443800); Dudley, Lilian (7005426661); Gagnon, Marie-Pierre (7102047349); Marti, Sebastian Garcia (8437482900); Oxman, Andrew D. (55947445100)",16639001000; 24344924700; 56875855400; 9746420300; 24773469000; 6507441509; 35292260100; 24773855100; 9746443800; 7005426661; 7102047349; 8437482900; 55947445100,Implementation strategies for health systems in low-income countries: An overview of systematic reviews,2017,Cochrane Database of Systematic Reviews,2017,9,CD011086,,,,25,10.1002/14651858.CD011086.pub2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029178783&doi=10.1002%2f14651858.CD011086.pub2&partnerID=40&md5=5fec25743003d9ecfba068838d23b881,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85029178783
Torres-Villanueva M.; Alcántara-Moreno O.R.; Sánchez-Ticona R.J.; Gómez-Avila J.A.; Huertas-Franco M.A.; Santos-Fernández J.P.,"Torres-Villanueva, Marcelino (58759426400); Alcántara-Moreno, Oscar R. (57392335200); Sánchez-Ticona, Robert J. (57875444800); Gómez-Avila, José A. (58759426300); Huertas-Franco, Max A. (58759408600); Santos-Fernández, Juan P. (57875795500)",58759426400; 57392335200; 57875444800; 58759426300; 58759408600; 57875795500,Mobile Information System Using Multiplatform Development Frameworks: A Systematic Review; [Sistema de información móvil usando frameworks de desarrollo multiplataforma: Una Revisión Sistemática],2023,"CISCI 2023 - Vigesima Segunda Conferencia Iberoamericana en Sistemas, Cibernetica e Informatica, Vigesimo Simposium Iberoamericano en Educacion, Cibernetica e Informatica, SIECI 2023 - Memorias",,,,59,65,6,0,10.54808/CISCI2023.01.59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179555013&doi=10.54808%2fCISCI2023.01.59&partnerID=40&md5=0f38d2e181f693ac7b6270405bcc4a6c,Conference paper,Final,,Scopus,2-s2.0-85179555013
Lynch E.A.; Borschmann K.; Callisaya M.L.; Fini N.A.; Janssen H.; Johnson L.; Jones T.M.; Kramer S.; Kuys S.; Mahendran N.; Simpson D.B.; English C.,"Lynch, Elizabeth A. (7101800705); Borschmann, Karen (57193559926); Callisaya, Michele L. (24075168600); Fini, Natalie A. (37018138200); Janssen, Heidi (18037169700); Johnson, Liam (57209877525); Jones, Taryn M. (56007041600); Kramer, Sharon (55779095700); Kuys, Suzanne (23008585600); Mahendran, Niruthikha (57189591967); Simpson, Dawn B. (57193255103); English, Coralie (7005527732)",7101800705; 57193559926; 24075168600; 37018138200; 18037169700; 57209877525; 56007041600; 55779095700; 23008585600; 57189591967; 57193255103; 7005527732,Activity monitors for increasing physical activity in adult stroke survivors,2017,Cochrane Database of Systematic Reviews,2017,2,CD012543,,,,66,10.1002/14651858.CD012543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012079684&doi=10.1002%2f14651858.CD012543&partnerID=40&md5=9a0c2326e8c0fc526d47aa4833649cc6,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85012079684
Tseng R.M.W.W.; Tham Y.-C.; Rim T.H.; Cheng C.-Y.,"Tseng, Rachel Marjorie Wei Wen (57222221594); Tham, Yih-Chung (57209647799); Rim, Tyler Hyungtaek (56528200900); Cheng, Ching-Yu (55539712500)",57222221594; 57209647799; 56528200900; 55539712500,Emergence of non-artificial intelligence digital health innovations in ophthalmology: A systematic review,2021,Clinical and Experimental Ophthalmology,49,7,,741,756,15,8,10.1111/ceo.13971,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110287858&doi=10.1111%2fceo.13971&partnerID=40&md5=f5a8f04ed03d0134055b5cffd5426e21,Review,Final,,Scopus,2-s2.0-85110287858
Keitel K.; D'Acremont V.,"Keitel, Kristina (45961169300); D'Acremont, Valérie (6602807740)",45961169300; 6602807740,Electronic clinical decision algorithms for the integrated primary care management of febrile children in low-resource settings: review of existing tools,2018,Clinical Microbiology and Infection,24,8,,845,855,10,47,10.1016/j.cmi.2018.04.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049308444&doi=10.1016%2fj.cmi.2018.04.014&partnerID=40&md5=afa75c6d2dfd129de78d98e59431cc1d,Review,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85049308444
Gates N.J.; Vernooij R.W.M.; Nisio M.D.; Karim S.; March E.; Martínez G.; Rutjes A.W.S.,"Gates, Nicola J. (35268279500); Vernooij, Robin W.M. (56017505800); Nisio, Marcello Di (57209745467); Karim, Salman (8590196100); March, Evrim (13204417600); Martínez, Gabriel (57200838339); Rutjes, Anne W.S. (8222222700)",35268279500; 56017505800; 57209745467; 8590196100; 13204417600; 57200838339; 8222222700,Computerised cognitive training for preventing dementia in people with mild cognitive impairment,2019,Cochrane Database of Systematic Reviews,2019,3,CD012279,,,,59,10.1002/14651858.CD012279.pub2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062945644&doi=10.1002%2f14651858.CD012279.pub2&partnerID=40&md5=9806c240d8a498c00cd09462b554b2cc,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85062945644
Sood R.; Ford A.C.,"Sood, Ruchit (54399276600); Ford, Alexander C. (55496873600)",54399276600; 55496873600,"Use of biomarkers in irritable bowel syndrome: To predict the future, look at the past",2015,Clinical and Translational Gastroenterology,6,10,e116,,,,4,10.1038/ctg.2015.41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989323347&doi=10.1038%2fctg.2015.41&partnerID=40&md5=8105ab49f61dfa6a86c84c2b2224e8bd,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-84989323347
Opie J.E.; Vuong A.; Welsh E.T.; Esler T.B.; Khan U.R.; Khalil H.,"Opie, Jessica E. (58585251500); Vuong, An (58242247600); Welsh, Ellen T. (58241560800); Esler, Timothy B. (56025821200); Khan, Urooj Raza (57992971100); Khalil, Hanan (57191783393)",58585251500; 58242247600; 58241560800; 56025821200; 57992971100; 57191783393,Outcomes of Best-Practice Guided Digital Mental Health Interventions for Youth and Young Adults with Emerging Symptoms: Part II. A Systematic Review of User Experience Outcomes,2024,Clinical Child and Family Psychology Review,27,2,,476,508,32,3,10.1007/s10567-024-00468-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190804599&doi=10.1007%2fs10567-024-00468-5&partnerID=40&md5=a7293d77e2d534017c613a1b8be0a26d,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85190804599
Fraley H.E.; Chechel L.; Varthala B.,"Fraley, Hannah E. (55645790800); Chechel, Laura (57216922929); Varthala, Balaji (59493798700)",55645790800; 57216922929; 59493798700,Mobile Applications Designed for Sexual or Dating Violence Prevention Targeting Adolescents and Emerging Adults: A Scoping Review,2025,Clinical Nursing Research,34,2,,120,137,17,0,10.1177/10547738241305785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213545054&doi=10.1177%2f10547738241305785&partnerID=40&md5=4aac31ba5c3c4a353c7424eed89f34e2,Review,Final,,Scopus,2-s2.0-85213545054
Tarachucky L.; Sabatini-Marques J.; Yigitcanlar T.; Baldessar M.J.; Pancholi S.,"Tarachucky, Laryssa (57224476480); Sabatini-Marques, Jamile (57194510409); Yigitcanlar, Tan (6505536041); Baldessar, Maria José (58580493100); Pancholi, Surabhi (56957991300)",57224476480; 57194510409; 6505536041; 58580493100; 56957991300,Mapping hybrid cities through location-based technologies: A systematic review of the literature,2021,Cities,116,,103296,,,,9,10.1016/j.cities.2021.103296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107624669&doi=10.1016%2fj.cities.2021.103296&partnerID=40&md5=8d302237ec5c7b2b2f4ceb891aa3297d,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85107624669
Doğan T.; Koçtürk N.; Akın E.; Kurnaz M.; Öztürk C.; Şen A.; Yalçın M.,"Doğan, Türkan (35758220600); Koçtürk, Nilüfer (57194649780); Akın, Ercan (57203528634); Kurnaz, M. Furkan (57300155100); Öztürk, Cemile Dur (59365075700); Şen, Ali (59169820700); Yalçın, Mehmet (58699014600)",35758220600; 57194649780; 57203528634; 57300155100; 59365075700; 59169820700; 58699014600,Science-Based Mobile Apps for Reducing Anxiety: A Systematic Review and Meta-Analysis,2024,Clinical Psychology and Psychotherapy,31,5,e3058,,,,0,10.1002/cpp.3058,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206248971&doi=10.1002%2fcpp.3058&partnerID=40&md5=6ca07274448bbe439000e4fc6ce46adc,Review,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85206248971
Kounidas G.; Cleer I.; Harriss E.; Harrison R.; Matin R.N.,"Kounidas, Georgios (57204111753); Cleer, Iona (59538066900); Harriss, Elinor (56925111300); Harrison, Rachel (57200948126); Matin, Rubeta N. (15760199600)",57204111753; 59538066900; 56925111300; 57200948126; 15760199600,Usability evaluation and reporting for mobile health apps targeting patients with skin diseases: a systematic review,2025,Clinical and Experimental Dermatology,50,2,,387,394,7,0,10.1093/ced/llae378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216630391&doi=10.1093%2fced%2fllae378&partnerID=40&md5=5be59fadd2122a1080edbb5d18a4cd59,Article,Final,,Scopus,2-s2.0-85216630391
Anglemyer A.; Moore T.H.M.; Parker L.; Chambers T.; Grady A.; Chiu K.; Parry M.; Wilczynska M.; Flemyng E.; Bero L.,"Anglemyer, Andrew (26323538200); Moore, Theresa HM (24344549600); Parker, Lisa (56662730400); Chambers, Timothy (57191953923); Grady, Alice (55885106500); Chiu, Kellia (57195971603); Parry, Matthew (8361414000); Wilczynska, Magdalena (57190016229); Flemyng, Ella (57191337554); Bero, Lisa (7006671378)",26323538200; 24344549600; 56662730400; 57191953923; 55885106500; 57195971603; 8361414000; 57190016229; 57191337554; 7006671378,Digital contact tracing technologies in epidemics: a rapid review,2020,Cochrane Database of Systematic Reviews,2020,8,CD013699,,,,141,10.1002/14651858.CD013699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090975220&doi=10.1002%2f14651858.CD013699&partnerID=40&md5=91c453edd723d9cbc0d80e6e367b701f,Review,Final,,Scopus,2-s2.0-85090975220
Burke L.E.; Ma J.; Azar K.M.J.; Bennett G.G.; Peterson E.D.; Zheng Y.; Riley W.; Stephens J.; Shah S.H.; Suffoletto B.; Turan T.N.; Spring B.; Steinberger J.; Quinn C.C.,"Burke, Lora E. (7102048635); Ma, Jun (55736175200); Azar, Kristen M.J. (46960930600); Bennett, Gary G. (7401434466); Peterson, Eric D. (36065734400); Zheng, Yaguang (55655844600); Riley, William (57203049589); Stephens, Janna (42062319700); Shah, Svati H. (55460965000); Suffoletto, Brian (14631364200); Turan, Tanya N. (8044142400); Spring, Bonnie (7005422536); Steinberger, Julia (7006869012); Quinn, Charlene C. (10140398500)",7102048635; 55736175200; 46960930600; 7401434466; 36065734400; 55655844600; 57203049589; 42062319700; 55460965000; 14631364200; 8044142400; 7005422536; 7006869012; 10140398500,Current Science on Consumer Use of Mobile Health for Cardiovascular Disease Prevention: A Scientific Statement from the American Heart Association,2015,Circulation,132,12,,1157,1213,56,445,10.1161/CIR.0000000000000232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942100710&doi=10.1161%2fCIR.0000000000000232&partnerID=40&md5=1e5c5ac5cf839c389c866f07353aded9,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84942100710
Whittaker R.; McRobbie H.; Bullen C.; Rodgers A.; Gu Y.; Dobson R.,"Whittaker, Robyn (24077997200); McRobbie, Hayden (55931074900); Bullen, Chris (56560797800); Rodgers, Anthony (55585900000); Gu, Yulong (18434078400); Dobson, Rosie (56222155600)",24077997200; 55931074900; 56560797800; 55585900000; 18434078400; 56222155600,Mobile phone text messaging and app-based interventions for smoking cessation,2019,Cochrane Database of Systematic Reviews,2019,10,CD006611,,,,203,10.1002/14651858.CD006611.pub5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074014130&doi=10.1002%2f14651858.CD006611.pub5&partnerID=40&md5=2040f3f4b456e32557faebdce651e149,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85074014130
Gonçalves H.I.T.; Ferreira M.C.; Campos M.J.; Fernandes C.S.,"Gonçalves, Helena Isabel Teixeira (59182771200); Ferreira, Marta Campos (55583974700); Campos, Maria Joana (36695906100); Fernandes, Carla Sílvia (57553289400)",59182771200; 55583974700; 36695906100; 57553289400,Using Digital Technology to Promote Patient Participation in the Rehabilitation Process in Hip Replacement: A Scoping Review,2024,CIN - Computers Informatics Nursing,42,10,,737,745,8,2,10.1097/CIN.0000000000001181,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201919838&doi=10.1097%2fCIN.0000000000001181&partnerID=40&md5=ef387117d94fe203cffad9ef2d57f667,Review,Final,,Scopus,2-s2.0-85201919838
Zidovec Lepej S.; Poljak M.,"Zidovec Lepej, S. (56199694500); Poljak, M. (55142297400)",56199694500; 55142297400,Portable molecular diagnostic instruments in microbiology: current status,2020,Clinical Microbiology and Infection,26,4,,411,420,9,17,10.1016/j.cmi.2019.09.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073725267&doi=10.1016%2fj.cmi.2019.09.017&partnerID=40&md5=8196a1b74db5057371b6ac102af87983,Review,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85073725267
Nguyen V.; Ara P.; Simmons D.; Osuagwu U.L.,"Nguyen, Vivien (58071836600); Ara, Paige (59136541100); Simmons, David (57202614424); Osuagwu, Uchechukwu Levi (46062324800)",58071836600; 59136541100; 57202614424; 46062324800,The Role of Digital Health Technology Interventions in the Prevention of Type 2 Diabetes Mellitus: A Systematic Review,2024,Clinical Medicine Insights: Endocrinology and Diabetes,17,,,,,,5,10.1177/11795514241246419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193740080&doi=10.1177%2f11795514241246419&partnerID=40&md5=377c81abdb8e53f0d6df1e31e7b356f0,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85193740080
Angelini S.; Alicastro G.M.; Dionisi S.; Di Muzio M.,"Angelini, Sara (57190740107); Alicastro, Gregorio Marco (57209825991); Dionisi, Sara (57190739106); Di Muzio, Marco (56725411700)",57190740107; 57209825991; 57190739106; 56725411700,Structure and characteristics of diabetes self-management applications: A systematic review of the literature,2019,CIN - Computers Informatics Nursing,37,7,,340,348,8,14,10.1097/CIN.0000000000000526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068872946&doi=10.1097%2fCIN.0000000000000526&partnerID=40&md5=72c28d5e8bb85a14764477143b8f1a0d,Article,Final,,Scopus,2-s2.0-85068872946
O’Neill M.; Houghton C.; Crilly G.; Dowling M.,"O’Neill, Margaret (57191694078); Houghton, Catherine (36130307000); Crilly, Geraldine (57211403500); Dowling, Maura (56038286500)",57191694078; 36130307000; 57211403500; 56038286500,A qualitative evidence synthesis of users’ experience of mobile health applications in the self-management of type 2 diabetes,2022,Chronic Illness,18,1,,22,45,23,13,10.1177/1742395320983877,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100894073&doi=10.1177%2f1742395320983877&partnerID=40&md5=e00bbacf5b38323a6054a019177cf638,Review,Final,,Scopus,2-s2.0-85100894073
Santos V.F.; Costa A.K.B.; de Lima I.C.V.; Alexandre H.O.; Gir E.; Galvão M.T.G.,"Santos, Vanessa da Frota (57190618430); Costa, Ana Karoline Bastos (57210959809); de Lima, Ivana Cristina Vieira (39961336400); Alexandre, Herta de Oliveira (57189300127); Gir, Elucir (7003341132); Galvão, Marli Teresinha Gimeniz (8275841000)",57190618430; 57210959809; 39961336400; 57189300127; 7003341132; 8275841000,Use of the telephone for accessing people living with HIV/AIDS to antiretroviral therapy: Systematic review; [Uso do telefone para adesão de pessoas vivendo com HIV/AIDS à terapia antirretroviral: Revisão sistemática],2019,Ciencia e Saude Coletiva,24,9,,3407,3416,9,4,10.1590/1413-81232018249.31112017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072032007&doi=10.1590%2f1413-81232018249.31112017&partnerID=40&md5=956852551d3616e80fd08a7b0203e11d,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85072032007
Iorio-Morin C.; Fortin D.; Blanchard J.,"Iorio-Morin, Christian (36682694100); Fortin, David (7006594860); Blanchard, Jocelyn (12796571700)",36682694100; 7006594860; 12796571700,TBI prognosis calculator: A mobile application to estimate mortality and morbidity following traumatic brain injury,2016,Clinical Neurology and Neurosurgery,142,,,48,53,5,11,10.1016/j.clineuro.2016.01.021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955308046&doi=10.1016%2fj.clineuro.2016.01.021&partnerID=40&md5=1821028a62165d20bd0e5a82dac07371,Article,Final,,Scopus,2-s2.0-84955308046
Alves L.F.P.A.; Maia M.M.; de Araújo M.F.M.; Damasceno M.M.C.; de Freitas R.W.J.F.,"Alves, Larissa de Fátima Pontes Aguiar (57224368715); Maia, Manoel Miqueias (57224366567); de Araújo, Márcio Flávio Moura (57219462924); Damasceno, Marta Maria Coelho (6602210160); de Freitas, Roberto Wagner Júnior Freire (36959476100)",57224368715; 57224366567; 57219462924; 6602210160; 36959476100,Development and validation of a MHEALTH technology for the promotion of self-care for adolescents with diabetes; [Desenvolvimento e validação de uma tecnologia MHEALTH para a promoção do autocuidado de adolescentes com diabetes],2021,Ciencia e Saude Coletiva,26,5,,1691,1700,9,9,10.1590/1413-81232021265.04602021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107435510&doi=10.1590%2f1413-81232021265.04602021&partnerID=40&md5=59cc1bf87d12516f6ec419a022207603,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85107435510
Gates N.J.; Rutjes A.W.S.; Nisio M.D.; Karim S.; Chong L.-Y.; March E.; Martínez G.; Vernooij R.W.M.,"Gates, Nicola J. (35268279500); Rutjes, Anne W.S. (8222222700); Nisio, Marcello Di (57209745467); Karim, Salman (8590196100); Chong, Lee-Yee (59045980000); March, Evrim (13204417600); Martínez, Gabriel (57200838339); Vernooij, Robin W.M. (56017505800)",35268279500; 8222222700; 57209745467; 8590196100; 59045980000; 13204417600; 57200838339; 56017505800,Computerised cognitive training for maintaining cognitive function in cognitively healthy people in late life,2019,Cochrane Database of Systematic Reviews,2019,3,CD012277,,,,35,10.1002/14651858.CD012277.pub2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063011254&doi=10.1002%2f14651858.CD012277.pub2&partnerID=40&md5=0b74442c12af398b83cfafb6181b0526,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85063011254
